BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5672,55,,A1,680 DRUMGOOLE ROAD WEST,,10312,1,0,1,4000,2488,1975,1,A1,0,2023-01-03
5,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY DWELLINGS,1,7577,47,,B2,25 TORRICE LOOP,,10309,2,0,2,6756,4143,2021,1,B2,1315000,2023-01-03
5,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS,1,155,19,,B2,352 PELTON AVENUE,,10310,2,0,2,3135,2030,1920,1,B2,0,2023-01-04
5,WESTERLEIGH,22 STORE BUILDINGS,4,390,3,,K2,1410 FOREST AVENUE,,10302,0,1,1,4900,4896,1957,4,K2,900000,2023-01-04
5,MANOR HEIGHTS,02 TWO FAMILY DWELLINGS,1,752,466,,B3,312 WESTWOOD AVENUE,,10314,2,0,2,5000,2800,1965,1,B3,999000,2023-01-04
5,MANOR HEIGHTS,02 TWO FAMILY DWELLINGS,1,797,115,,B2,354 ELVIN STREET,,10314,2,0,2,4200,2040,1970,1,B2,0,2023-01-04
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,825,19,,A1,60 FILLMORE AVENUE,,10314,1,0,1,4000,1440,1965,1,A1,300000,2023-01-04
5,BULLS HEAD,01 ONE FAMILY DWELLINGS,1,1657,126,,A5,106 ADA DRIVE,,10314,1,0,1,3300,1288,1970,1,A5,525000,2023-01-04
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,1,2373,65,,A1,27 KELLY BOULEVARD,,10314,1,0,1,5000,2108,1970,1,A1,924000,2023-01-04
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,2022,,R4,"11 WINDHAM LOOP, 1KK",1KK,10314,1,,1,,,1979,2,R4,340000,2023-01-04
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2930,32,,A5,144 MOSEL AVENUE,,10304,1,0,1,2740,1460,2001,1,A5,10,2023-01-04
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3302,40,,A1,25 GARRETSON AVENUE,,10304,1,0,1,4850,1224,1910,1,A1,630000,2023-01-04
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3573,33,,A1,306 HUSSON STREET,,10306,1,0,1,6000,1100,1930,1,A1,0,2023-01-04
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4223,25,,A1,300 ROSE AVENUE,,10306,1,0,1,4000,1224,1920,1,A1,675000,2023-01-04
5,GREAT KILLS,13 CONDOS - ELEVATOR APARTMENTS,2,4500,1065,,R4,"3461 AMBOY ROAD, 4F",4F,10306,1,,1,,,1979,2,R4,440000,2023-01-04
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5445,61,,B2,316 ELVERTON AVENUE,,10308,2,0,2,4000,2218,1977,1,B2,635510,2023-01-04
5,ELTINGVILLE,22 STORE BUILDINGS,4,5591,49,,K1,3830 RICHMOND AVENUE,,10312,0,3,3,14500,6000,1970,4,K1,2200000,2023-01-04
5,ARDEN HEIGHTS,02 TWO FAMILY DWELLINGS,1,5777,2,,B3,349 ARDEN AVENUE,,10312,2,0,2,31900,1680,1940,1,B3,0,2023-01-04
5,PRINCES BAY,01 ONE FAMILY DWELLINGS,1,6728,26,,A5,88 ADMIRALTY LOOP,,10309,1,0,1,2105,1908,1996,1,A5,674500,2023-01-04
5,ROSSVILLE,01 ONE FAMILY DWELLINGS,1,7084,97,,A5,26 WIRT LANE,,10309,1,0,1,665,1610,1993,1,A5,415000,2023-01-04
5,ROSSVILLE-PORT MOBIL,30 WAREHOUSES,4,7206,289,,E1,165 INDUSTRIAL LOOP,,10309,0,5,5,15600,7200,1995,4,E1,900000,2023-01-04
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS,1,7800,235,,B1,25 TRICIA WAY,,10307,2,0,2,15035,8867,2011,1,B1,0,2023-01-04
5,NEW BRIGHTON,10 COOPS - ELEVATOR APARTMENTS,2,18,99,,D4,"50 FORT PLACE, B4C",,10301,,,,,,1963,2,D4,172500,2023-01-05
5,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS,1,228,1,,B2,45 FLOYD STREET,,10310,2,0,2,3900,2400,1920,1,B2,675000,2023-01-05
5,SUNNYSIDE,01 ONE FAMILY DWELLINGS,1,671,61,,A6,77 RENWICK AVENUE,,10301,1,0,1,5200,816,1945,1,A6,446000,2023-01-05
5,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,1,846,29,,A2,14 MEADOW AVENUE,,10304,1,0,1,6000,1848,1950,1,A2,700000,2023-01-05
5,PORT IVORY,04 TAX CLASS 1 CONDOS,1A,1278,1152,,R3,"177 POND WAY, 177",177,10303,1,,1,,,1988,1,R3,385000,2023-01-05
5,BULLS HEAD,02 TWO FAMILY DWELLINGS,1,1654,37,,B9,244 ADA DRIVE,,10314,2,0,2,3330,2300,1983,1,B9,695000,2023-01-05
5,BULLS HEAD,01 ONE FAMILY DWELLINGS,1,1670,162,,A5,55 WOODCREST ROAD,,10303,1,0,1,2400,1464,1980,1,A5,0,2023-01-05
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,1,2362,78,,A5,667 TRAVIS AVENUE,,10314,1,0,1,2484,2514,1984,1,A5,0,2023-01-05
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS,1A,2401,1225,,R3,77 GARDENIA LANE,,10314,1,,1,,,1986,1,R3,0,2023-01-05
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3189,61,,A2,36 SCRANTON STREET,,10304,1,0,1,6000,1837,1965,1,A2,0,2023-01-05
5,SOUTH BEACH,29 COMMERCIAL GARAGES,4,3266,9,,G9,920 HYLAN BOULEVARD,,10305,0,1,1,5974,1032,1978,4,G9,930000,2023-01-05
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3277,70,,A5,158 BIONIA AVENUE,,10305,1,0,1,1560,1728,2002,1,A5,0,2023-01-05
5,DONGAN HILLS,02 TWO FAMILY DWELLINGS,1,3339,5,,B3,8 HANCOCK STREET,,10305,2,0,2,3450,1620,1905,1,B3,0,2023-01-05
5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS,1,4087,64,,B9,50 GARIBALDI AVENUE,,10306,2,0,2,4255,2192,1980,1,B9,840000,2023-01-05
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4256,23,,A1,2793 HYLAN BOULEVARD,,10306,1,0,1,4000,2288,1965,1,A1,695000,2023-01-05
5,RICHMONDTOWN,02 TWO FAMILY DWELLINGS,1,4347,50,,B9,117 RIEDEL AVENUE,,10306,2,0,2,3420,1720,1975,1,B9,712500,2023-01-05
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5269,61,,A1,37 DAVID STREET,,10308,1,0,1,6000,1208,1915,1,A1,565000,2023-01-05
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5726,7,,A5,15 HINTON STREET,,10312,1,0,1,2100,1275,1986,1,A5,254000,2023-01-05
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,6029,79,,A5,18 RAILY COURT,,10312,1,0,1,1276,1232,1987,1,A5,465000,2023-01-05
5,ROSSVILLE,01 ONE FAMILY DWELLINGS,1,6085,155,,A1,30 DAHLIA STREET,,10312,1,0,1,9066,4200,1997,1,A1,0,2023-01-05
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,59,,A1,920 CARLTON BOULEVARD,,10312,1,0,1,4000,1272,1930,1,A1,720000,2023-01-05
5,PRINCES BAY,02 TWO FAMILY DWELLINGS,1,6651,26,,B2,5626 AMBOY ROAD,,10309,2,0,2,4375,2860,2012,1,B2,972500,2023-01-05
5,PRINCES BAY,02 TWO FAMILY DWELLINGS,1,6677,30,,B2,78 HOLTEN AVENUE,,10309,2,0,2,3935,2646,2021,1,B2,1262630,2023-01-05
5,ROSSVILLE,01 ONE FAMILY DWELLINGS,1,7037,62,,A5,42 REDWOOD LOOP,,10309,1,0,1,1740,1480,1987,1,A5,500000,2023-01-05
5,WOODROW,01 ONE FAMILY DWELLINGS,1,7346,25,,A3,496 HARGOLD AVENUE,,10309,1,0,1,13176,7902,2005,1,A3,0,2023-01-05
5,NEW BRIGHTON-ST. GEORGE,31 COMMERCIAL VACANT LAND,4,1,21,,V1,N/A BAY STREET,,10301,0,0,0,6302,0,,4,V1,0,2023-01-06
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,217,64,,A1,567 DELAFIELD AVENUE,,10310,1,0,1,5513,1953,1899,1,A1,477000,2023-01-06
5,CLOVE LAKES,05 TAX CLASS 1 VACANT LAND,1B,293,118,,V0,N/A OAKLAND AVENUE,,10310,0,0,0,4031,0,,1,V0,400000,2023-01-06
5,SUNNYSIDE,13 CONDOS - ELEVATOR APARTMENTS,2,610,1038,,R4,"830 HOWARD AVENUE, 5B",5B,10301,1,,1,,,1981,2,R4,280000,2023-01-06
5,MANOR HEIGHTS,02 TWO FAMILY DWELLINGS,1,752,616,,B3,281 MELBA STREET,,10314,2,0,2,4000,1728,1950,1,B3,825000,2023-01-06
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,119,,A1,30 NICOLE LOOP,,10301,1,0,1,4785,2600,1997,1,A1,1040000,2023-01-06
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS,1,1123,1,,B9,85 NEWARK AVENUE,,10302,2,0,2,2117,1120,2001,1,B9,515000,2023-01-06
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,1,1223,37,,A5,335 UNION AVENUE,,10303,1,0,1,1833,1200,2001,1,A5,526000,2023-01-06
5,BULLS HEAD,01 ONE FAMILY DWELLINGS,1,1632,97,,A5,23 BRAD LANE,,10314,1,0,1,900,1500,1997,1,A5,560000,2023-01-06
5,BULLS HEAD,02 TWO FAMILY DWELLINGS,1,1680,179,,B9,139 AMITY PLACE,,10303,2,0,2,2782,1680,1991,1,B9,650000,2023-01-06
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS,1A,1992,1070,,R3,24A LOVELL AVENUE,,10314,1,,1,,,1986,1,R3,538500,2023-01-06
5,RICHMONDTOWN,01 ONE FAMILY DWELLINGS,1,2260,10,,A3,10 TUPELO COURT,,10306,1,0,1,7849,3324,2019,1,A3,524399,2023-01-06
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS,1A,2380,2049,,R3,"29 COUNTRY DRIVE SOUTH, N/A",,10314,1,,1,,,1987,1,R3,0,2023-01-06
5,ROSEBANK,02 TWO FAMILY DWELLINGS,1,2864,29,,B2,50 EVELYN PLACE,,10305,2,0,2,4690,2840,2006,1,B2,0,2023-01-06
5,DONGAN HILLS,02 TWO FAMILY DWELLINGS,1,3302,30,,B2,N/A PLATTSBURG STREET,,10304,2,0,2,3465,2058,2022,1,B2,1196444,2023-01-06
5,DONGAN HILLS,35 INDOOR PUBLIC AND CULTURAL FACILITIES,4,3314,31,,P5,180 BURGHER AVENUE,,10304,0,1,1,11310,17628,1951,4,P5,0,2023-01-06
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1051,,R4,"100 COLFAX AVENUE, 4H",4H,10306,1,,1,,,1961,2,R4,325000,2023-01-06
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4035,4,,A1,23 WEED AVENUE,,10306,1,0,1,5050,2230,1989,1,A1,775000,2023-01-06
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4588,41,,A2,3 TROY STREET,,10308,1,0,1,6300,1010,1950,1,A2,700500,2023-01-06
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4645,71,,A5,17 WILLOW LANE,,10306,1,0,1,1224,1816,1999,1,A5,575000,2023-01-06
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5156,32,,A5,11 NASH COURT,,10308,1,0,1,2450,1344,1975,1,A5,0,2023-01-06
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5190,44,,A5,43 FAIRLAWN LOOP,,10308,1,0,1,1099,1645,1989,1,A5,640000,2023-01-06
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5320,12,,A5,88 WINCHESTER AVENUE,,10312,1,0,1,2380,1440,1975,1,A5,0,2023-01-06
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5441,74,,B2,82 WOODLAND AVENUE,,10308,2,0,2,4842,2297,2021,1,B2,1435000,2023-01-06
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5744,111,,A5,287 JAMIE LANE,,10312,1,0,1,500,1354,1996,1,A5,0,2023-01-06
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,44,,A1,260 HOLDRIDGE AVENUE,,10312,1,0,1,7760,2343,1970,1,A1,0,2023-01-06
5,WOODROW,02 TWO FAMILY DWELLINGS,1,6918,89,,B2,1049 EDGEGROVE AVENUE,,10309,2,0,2,10000,5150,1986,1,B2,860000,2023-01-06
5,WOODROW,02 TWO FAMILY DWELLINGS,1,6920,81,,B2,983 LAMONT AVENUE,,10309,2,0,2,4032,1980,2005,1,B2,925000,2023-01-06
5,TOTTENVILLE,05 TAX CLASS 1 VACANT LAND,1B,7780,100,,V0,N/A PAGE AVENUE,,10307,0,0,0,201715,0,,1,V0,412500,2023-01-06
5,ROSEBANK,01 ONE FAMILY DWELLINGS,1,3069,34,,A1,48 FINGERBOARD ROAD,,10305,1,0,1,3290,1828,1910,1,A1,0,2023-01-07
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS,1,7927,58,,B2,163 FINLAY AVENUE,,10307,2,0,2,4500,2800,1987,1,B2,0,2023-01-07
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,178,100,,S1,1010 CASTLETON AVENUE,,10310,1,1,2,2375,2088,1910,1,S1,450000,2023-01-09
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS,1,321,84,,B2,261 MARTLING AVENUE,,10314,2,0,2,5900,1205,1955,1,B2,650000,2023-01-09
5,TOMPKINSVILLE,02 TWO FAMILY DWELLINGS,1,577,20,,B2,N/A CRESTON PLACE,,10304,2,0,2,5100,3040,2022,1,B2,1016723,2023-01-09
5,MANOR HEIGHTS,02 TWO FAMILY DWELLINGS,1,763,169,,B3,268 MOUNTAINVIEW AVENUE,,10314,2,0,2,4995,2160,1960,1,B3,0,2023-01-09
5,WILLOWBROOK,02 TWO FAMILY DWELLINGS,1,781,74,,B2,259 WARWICK AVENUE,,10314,2,0,2,4143,2240,1970,1,B2,814600,2023-01-09
5,TODT HILL,05 TAX CLASS 1 VACANT LAND,1B,894,126,,V0,58 CROMWELL CIRCLE,,10304,0,0,0,18328,0,,1,V0,0,2023-01-09
5,NEW DORP-HEIGHTS,03 THREE FAMILY DWELLINGS,1,939,152,,C0,143 GELDNER AVENUE,,10306,3,0,3,8118,932,1955,1,C0,0,2023-01-09
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1065,143,,A5,33 RUMPLER COURT,,10302,1,0,1,1824,1750,2005,1,A5,398650,2023-01-09
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,1478,193,,A2,135 VEDDER AVENUE,,10302,1,0,1,3630,907,1925,1,A2,283333,2023-01-09
5,WESTERLEIGH,05 TAX CLASS 1 VACANT LAND,1B,1478,194,,V0,N/A VEDDER AVENUE,,10302,0,0,0,223,0,,1,V0,283333,2023-01-09
5,ROSEBANK,02 TWO FAMILY DWELLINGS,1,2846,260,,B1,123 ST MARYS AVENUE,,10305,2,0,2,2500,2187,1899,1,B1,0,2023-01-09
5,ROSEBANK,02 TWO FAMILY DWELLINGS,1,2864,1,,B3,69 FINGERBOARD ROAD,,10305,2,0,2,3750,1398,1901,1,B3,0,2023-01-09
5,NEW DORP,02 TWO FAMILY DWELLINGS,1,4033,91,,B2,54 TITUS AVENUE,,10306,2,0,2,5050,2000,2006,1,B2,950000,2023-01-09
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4222,52,,A1,100 CODDINGTON AVENUE,,10306,1,0,1,4000,1264,1940,1,A1,675000,2023-01-09
5,OAKWOOD,02 TWO FAMILY DWELLINGS,1,4268,27,,B9,4 PENN AVENUE,,10306,2,0,2,3360,1816,1970,1,B9,910587,2023-01-09
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5608,59,,A1,282 WAINWRIGHT AVENUE,,10312,1,0,1,4000,2088,1965,1,A1,0,2023-01-09
5,PLEASANT PLAINS,02 TWO FAMILY DWELLINGS,1,6789,30,,B2,19 RIGIMAR COURT,,10309,2,0,2,4732,2600,1999,1,B2,1023555,2023-01-09
5,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY DWELLINGS,1,7558,336,,B2,333 BOSCOMBE AVENUE,,10309,2,0,2,18900,3552,1984,1,B2,0,2023-01-09
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS,1,7911,74,,A1,395 MAIN STREET,,10307,1,0,1,3800,2000,1989,1,A1,775000,2023-01-09
5,WEST NEW BRIGHTON,04 TAX CLASS 1 CONDOS,1A,230,1005,,R3,"490 CLOVE RD, 1C",1C,10310,1,,1,,,1990,1,R3,0,2023-01-10
5,TOMPKINSVILLE,44 CONDO PARKING,4,579,1063,,RP,55 AUSTIN PLACE,,10304,,1,1,,,1962,4,RP,295000,2023-01-10
5,TOMPKINSVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,579,1211,,R4,"55 AUSTIN PLACE, 6S",6S,10304,1,,1,,,1962,2,R4,295000,2023-01-10
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,813,13,,A5,125 WELLBROOK AVENUE,,10314,1,0,1,2402,1425,1999,1,A5,729000,2023-01-10
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1065,59,,A2,124 SMITH PLACE,,10302,1,0,1,2375,442,1935,1,A2,0,2023-01-10
5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS,1,2390,555,,B9,362 KLONDIKE AVENUE,,10314,2,0,2,2425,1486,1980,1,B9,570000,2023-01-10
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,28,,A5,406 WESER AVENUE,,10304,1,0,1,592,832,1986,1,A5,289000,2023-01-10
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3398,65,,A5,323 QUINTARD STREET,,10305,1,0,1,2500,1440,1994,1,A5,550000,2023-01-10
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3603,19,,A5,137 FREMONT AVENUE,,10306,1,0,1,2525,1620,1955,1,A5,610000,2023-01-10
5,MIDLAND BEACH,05 TAX CLASS 1 VACANT LAND,1B,3657,20,,V0,N/A SLATER BOULEVARD,,10305,0,0,0,2250,0,,1,V0,370000,2023-01-10
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3661,33,,A5,515 MASON AVENUE,,10305,1,0,1,2700,1368,1975,1,A5,0,2023-01-10
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4041,101,,A5,16 WEED AVENUE,,10306,1,0,1,2222,1176,1948,1,A5,0,2023-01-10
5,RICHMONDTOWN,01 ONE FAMILY DWELLINGS,1,4377,12,,A2,123 WOLVERINE STREET,,10306,1,0,1,4131,1056,1960,1,A2,0,2023-01-10
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4632,7,,A2,110 DEWEY PLACE,,10308,1,0,1,4860,1460,1960,1,A2,738000,2023-01-10
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5442,274,,A5,275 ELVERTON AVENUE,,10308,1,0,1,2300,1424,1976,1,A5,0,2023-01-10
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5468,60,,A5,23 E. FIGUREA AVENUE,,10308,1,0,1,3000,1880,1970,1,A5,560000,2023-01-10
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5665,11,,A5,63 LUDLOW STREET,,10312,1,0,1,2800,1512,1980,1,A5,0,2023-01-10
5,ARDEN HEIGHTS,04 TAX CLASS 1 CONDOS,1A,6017,1212,,R3,"356 ROLLING HILL GREEN, N/A",,10312,1,,1,,,1980,1,R3,0,2023-01-10
5,HUGUENOT,02 TWO FAMILY DWELLINGS,1,6143,17,,B2,508 ALVERSON AVENUE,,10309,2,0,2,17710,2860,1990,1,B2,1200000,2023-01-10
5,ROSSVILLE,04 TAX CLASS 1 CONDOS,1A,7055,1012,,R3,"9 AZALEA COURT, N/A",,10309,1,,1,,,1981,1,R3,0,2023-01-10
5,NEW BRIGHTON-ST. GEORGE,10 COOPS - ELEVATOR APARTMENTS,2,10,19,,D4,"36 HAMILTON AVENUE, 6 D",,10301,,,,,,1963,2,D4,330000,2023-01-11
5,CONCORD,02 TWO FAMILY DWELLINGS,1,648,58,,B2,350 HILLSIDE AVENUE,,10304,2,0,2,2500,1952,1915,1,B2,609000,2023-01-11
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,798,70,,A1,89 HAROLD STREET,,10314,1,0,1,4608,2040,1970,1,A1,10,2023-01-11
5,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,1,848,70,,A3,89 MEADOW AVENUE,,10304,1,0,1,5820,3057,2022,1,A3,1680113,2023-01-11
5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS,1,2392,179,,B9,61 FURNESS PLACE,,10314,2,0,2,2575,1688,1974,1,B9,0,2023-01-11
5,ROSEBANK,01 ONE FAMILY DWELLINGS,1,2846,79,,A1,34 CHESTNUT AVENUE,,10305,1,0,1,2500,1324,1899,1,A1,10,2023-01-11
5,ROSEBANK,04 TAX CLASS 1 CONDOS,1A,3024,1159,,R3,"279 HILLBROOK DRIVE, N/A",,10305,1,,1,,,1977,1,R3,0,2023-01-11
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3269,14,,A2,77 BIONIA AVENUE,,10305,1,0,1,4500,840,1970,1,A2,670000,2023-01-11
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,3553,13,,V0,N/A HULL AVENUE,,10306,0,0,0,2435,0,,1,V0,0,2023-01-11
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,3553,14,,V0,N/A HULL AVENUE,,10306,0,0,0,2435,0,,1,V0,0,2023-01-11
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,3553,63,,V0,N/A JEFFERSON AVENUE,,10306,0,0,0,4850,0,,1,V0,0,2023-01-11
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3553,65,,B1,52 JEFFERSON AVENUE,,10306,2,0,2,4850,1280,1935,1,B1,0,2023-01-11
5,GRANT CITY,05 TAX CLASS 1 VACANT LAND,1B,3553,68,,V0,N/A JEFFERSON AVENUE,,10306,0,0,0,2425,0,,1,V0,0,2023-01-11
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5341,52,,A1,229 PRESTON AVENUE,,10312,1,0,1,6500,2100,1955,1,A1,900000,2023-01-11
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5455,108,,B2,158 COLON AVENUE,,10308,2,0,2,4120,2100,1970,1,B2,778000,2023-01-11
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5465,50,,B2,24 FERN AVENUE,,10308,2,0,2,4000,2276,1970,1,B2,835000,2023-01-11
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5471,35,,B2,234 ABINGDON AVENUE,,10308,2,0,2,3960,1720,1965,1,B2,965000,2023-01-11
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,57,,A1,205 SINCLAIR AVENUE,,10312,1,0,1,4000,1888,1955,1,A1,0,2023-01-11
5,PRINCES BAY,02 TWO FAMILY DWELLINGS,1,6907,37,,B2,182 FOSTER ROAD,,10309,2,0,2,4494,2656,2016,1,B2,490000,2023-01-11
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS,1,7888,76,,B2,287 CHELSEA STREET,,10307,2,0,2,6175,2940,1988,1,B2,0,2023-01-11
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,91,117,,A2,37 CLINTON COURT,,10301,1,0,1,5720,1820,1960,1,A2,500000,2023-01-12
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,132,179,,S1,140 HART BOULEVARD,,10301,1,1,2,4320,2200,1925,1,S1,600000,2023-01-12
