BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
Queens,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,5066,3002,,R4,"131-01 40TH ROAD, 8D",8D,11354,1,0,1,0,0,2016,2,R4,1200759,2019-01-15
Queens,LAURELTON,01 ONE FAMILY DWELLINGS,1,12955,22,,A1,217-14 133RD AVENUE,,11413,1,0,1,4000,1380,1925,1,A1,32500,2019-05-23
Queens,LAURELTON,02 TWO FAMILY DWELLINGS,1,13083,56,,B2,219-32 143RD AVENUE,,11413,2,0,2,2125,1856,2008,1,B2,100,2019-09-06
Queens,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS,1,11780,127,,B3,131-08 135TH PLACE,,11420,2,0,2,2100,812,1920,1,B3,500000,2019-10-23
Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12269,140,,A2,161-19 128TH AVENUE,,11434,1,0,1,3280,1236,1930,1,A2,0,2019-06-07
Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12721,1,,A1,125-12 NEPTON STREET,,11413,1,0,1,4080,2010,1925,1,A1,0,2019-10-14
Bronx,BAYCHESTER,03 THREE FAMILY DWELLINGS,1,4987,43,,C0,4083 SETON,,10466,3,0,3,5000,2686,1920,1,C0,680000,2019-07-24
Bronx,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS,1,3237,90,,B1,2660 KINGSBRIDGE TERRACE,,10463,2,0,2,4219,3013,1901,1,B1,495000,2019-05-20
Bronx,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5080,48,,B1,662 EAST 240 STREET,,10470,2,0,2,5000,1968,1925,1,B1,70000,2019-05-03
Staten Island,BULLS HEAD,02 TWO FAMILY DWELLINGS,1,1670,262,,B2,145 AMADOR STREET,,10303,2,0,2,4275,2688,1970,1,B2,0,2019-03-05
Staten Island,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,918,252,,A9,65 MORSE AVENUE,,10314,1,0,1,6000,1524,1960,1,A9,0,2019-05-31
Manhattan,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2,1917,27,,C5,107 WEST 132 STREET,,10027,11,0,11,1749,2625,1910,2,C5,420632,2020-03-04
Brooklyn,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1653,33,,B3,930 PUTNAM AVENUE,,11221,2,0,2,1667,2160,1901,1,B3,930000,2020-12-22
Brooklyn,BUSHWICK,07 RENTALS - WALKUP APARTMENTS,2B,3391,5,,C7,1308 JEFFERSON AVENUE,7,11221,7,1,8,2500,8500,1910,2,C7,2400000,2020-12-14
Brooklyn,CANARSIE,02 TWO FAMILY DWELLINGS,1,8187,34,,B2,9904 GLENWOOD ROAD,,11236,2,0,2,3080,2400,2017,1,B2,880000,2020-08-19
Queens,CORONA,02 TWO FAMILY DWELLINGS,1,1770,26,,B2,102-02 39TH AVENUE,,11368,2,0,2,2500,1752,1920,1,B2,0,2020-11-06
Queens,CORONA,03 THREE FAMILY DWELLINGS,1,2007,4,,C0,108-20 51ST AVENUE,,11368,3,0,3,5000,3005,1901,1,C0,0,2020-02-28
Queens,CORONA,03 THREE FAMILY DWELLINGS,1,2007,4,,C0,108-20 51ST AVENUE,,11368,3,0,3,5000,3005,1901,1,C0,0,2020-02-28
Queens,CORONA,03 THREE FAMILY DWELLINGS,1,2007,4,,C0,108-20 51ST AVENUE,,11368,3,0,3,5000,3005,1901,1,C0,0,2020-02-28
Queens,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1139,27,,B3,31-40 69TH STREET,,11377,2,0,2,2140,1440,1940,1,B3,515000,2020-10-13
Queens,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1176,1,,C0,8002 32ND AVENUE,,11370,3,0,3,2042,2320,1930,1,C0,1450000,2020-01-15
Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12014,7,,A1,142-14 FOCH BLVD,,11436,1,0,1,2079,855,1920,1,A1,0,2020-10-28
Queens,SUNNYSIDE,01 ONE FAMILY DWELLINGS,1,133,24,,A5,39-57 48TH STREET,,11104,1,0,1,1393,952,1925,1,A5,0,2020-09-29
Queens,SUNNYSIDE,01 ONE FAMILY DWELLINGS,1,133,24,,A5,39-57 48TH STREET,,11104,1,0,1,1393,952,1925,1,A5,0,2020-09-29
Queens,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,133,44,,B3,39-14 49TH ST,,11104,2,0,2,2375,1400,1925,1,B3,0,2020-11-23
Queens,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,227,50,,B1,47-32 39TH STREET,,11104,2,0,2,1710,2095,1930,1,B1,0,2020-09-26
Queens,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,227,50,,B1,47-32 39TH STREET,,11104,2,0,2,1710,2095,1930,1,B1,0,2020-09-26
Queens,WOODSIDE,03 THREE FAMILY DWELLINGS,1,116,12,,C0,38-17 52ND STREET,,11104,3,0,3,2000,2535,1940,1,C0,0,2020-11-21
Queens,WOODSIDE,03 THREE FAMILY DWELLINGS,1,116,12,,C0,38-17 52ND STREET,,11104,3,0,3,2000,2535,1940,1,C0,0,2020-11-21
Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2684,143,,B2,549 FOX STREET,,10455,2,0,2,2220,2340,1990,1,B2,50000,2020-05-13
Bronx,WILLIAMSBRIDGE,03 THREE FAMILY DWELLINGS,1,4674,153,,C0,804 EAST 216TH STREET,,10467,3,0,3,2243,2604,2006,1,C0,0,2020-09-19
Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,6048,83,,A5,119 BOULDER STREET,,10312,1,0,1,3049,2056,1989,1,A5,0,2020-09-04
Manhattan,MIDTOWN CBD,13 CONDOS - ELEVATOR APARTMENTS,2,1287,1040,,R4,"641 5 AVENUE, 26H",26H,10022,1,,1,,,,2,R4,0,2021-01-04
Brooklyn,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1863,58,,B2,329 HERKIMER STREET,,11216,2,0,2,2000,1400,1901,1,B2,0,2021-08-25
Brooklyn,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,1,1863,58,,B2,329 HERKIMER STREET,,11216,2,0,2,2000,1400,1901,1,B2,0,2021-08-25
Queens,CORONA,02 TWO FAMILY DWELLINGS,1,2007,1,,B3,108-14 51ST AVENUE,,11368,2,0,2,5000,2226,1910,1,B3,1527375,2021-09-09
Queens,CORONA,02 TWO FAMILY DWELLINGS,1,2007,1,,B3,108-14 51ST AVENUE,,11368,2,0,2,5000,2226,1910,1,B3,1527375,2021-09-09
Queens,CORONA,02 TWO FAMILY DWELLINGS,1,2007,1,,B3,108-14 51ST AVENUE,,11368,2,0,2,5000,2226,1910,1,B3,1527375,2021-09-09
Queens,CORONA,07 RENTALS - WALKUP APARTMENTS,2A,2011,1,,C3,110-24 55TH AVENUE,,11368,4,0,4,2000,3240,1965,2,C3,1250000,2021-12-30
Queens,HOLLIS,01 ONE FAMILY DWELLINGS,1,10492,1,,A1,8951 205TH STREET,,11423,1,0,1,3200,1440,1920,1,A1,0,2021-07-20
Queens,HOLLIS,02 TWO FAMILY DWELLINGS,1,10547,63,,B3,93-22 207TH STREET,,11428,2,0,2,2600,1216,1935,1,B3,0,2021-01-21
Queens,LAURELTON,02 TWO FAMILY DWELLINGS,1,13083,56,,B2,219-32 143RD AVENUE,,11413,2,0,2,2125,1856,2008,1,B2,588049,2021-02-24
Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS,1,2684,143,,B2,549 FOX STREET,,10455,2,0,2,2220,2340,1990,1,B2,80000,2021-04-28
Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,6048,83,,A5,119 BOULDER STREET,,10312,1,0,1,3049,2056,1989,1,A5,650000,2021-06-25
Staten Island,CONCORD,01 ONE FAMILY DWELLINGS,1,564,30,,A1,58 LAUREL AVENUE,,10304,1,0,1,3050,1116,1901,1,A1,315000,2021-06-04
Manhattan,HARLEM-UPPER,01 ONE FAMILY DWELLINGS,1,2060,38,,A9,404 WEST 146 STREET,,10031,1,0,1,1998,4730,1901,1,A9,100000,2022-07-20
Brooklyn,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,1,1774,19,,A9,26 PULASKI STREET,,11206,1,0,1,2123,2025,1910,1,A9,925000,2022-05-17
Brooklyn,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1680,22,,C0,256 DECATUR STREET,,11233,3,0,3,2000,4412,1899,1,C0,0,2022-04-11
Brooklyn,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,1,1680,22,,C0,256 DECATUR STREET,,11233,3,0,3,2000,4412,1899,1,C0,0,2022-07-22
Brooklyn,BROOKLYN HEIGHTS,01 ONE FAMILY DWELLINGS,1,260,26,,A9,60 JORALEMON STREET,,11201,1,0,1,1574,3360,1930,1,A9,6500000,2022-06-07
Brooklyn,BROOKLYN HEIGHTS,01 ONE FAMILY DWELLINGS,1,260,26,,A9,60 JORALEMON STREET,,11201,1,0,1,1574,3360,1930,1,A9,6500000,2022-06-07
Brooklyn,BROOKLYN HEIGHTS,01 ONE FAMILY DWELLINGS,1,260,26,,A9,60 JORALEMON STREET,,11201,1,0,1,1574,3360,1930,1,A9,6500000,2022-06-07
Brooklyn,BROOKLYN HEIGHTS,01 ONE FAMILY DWELLINGS,1,260,26,,A9,60 JORALEMON STREET,,11201,1,0,1,1574,3360,1930,1,A9,6500000,2022-06-07
Brooklyn,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS,2A,3612,44,,C3,516 BRISTOL STREET,,11212,4,0,4,2500,3000,1930,2,C3,0,2022-01-19
Brooklyn,CANARSIE,02 TWO FAMILY DWELLINGS,1,8055,56,,B2,57 STILLWELL PLACE,,11236,2,0,2,6759,1802,1935,1,B2,75000,2022-08-11
Brooklyn,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,4694,55,,C3,432 EAST 98 STREET,,11212,4,0,4,2750,3198,1920,2,C3,0,2022-03-04
Brooklyn,WILLIAMSBURG-EAST,07 RENTALS - WALKUP APARTMENTS,2A,2788,1,,C4,222 MANHATTAN AVENUE,,11206,5,0,5,1801,4867,1920,2,C4,2650000,2022-01-14
Queens,CORONA,03 THREE FAMILY DWELLINGS,1,2004,28,,C0,108-54 48TH AVENUE,,11368,3,0,3,2058,3264,2008,1,C0,1685000,2022-03-29
Queens,CORONA,03 THREE FAMILY DWELLINGS,1,2007,51,,C0,51-20 111TH STREET,,11368,3,0,3,2000,3240,1970,1,C0,0,2022-04-14
Queens,EAST ELMHURST,02 TWO FAMILY DWELLINGS,1,1091,40,,B2,97-11 24TH AVENUE,,11369,2,0,2,2000,1200,1925,1,B2,551087,2022-11-01
Queens,LAURELTON,02 TWO FAMILY DWELLINGS,1,13083,56,,B2,219-32 143RD AVE,,11413,2,0,2,2125,1856,2008,1,B2,0,2022-01-28
Queens,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS,1,12076,128,,B2,13021 140 STREET,,11436,2,0,2,5043,2638,1989,1,B2,10,2022-01-12
Queens,SUNNYSIDE,02 TWO FAMILY DWELLINGS,1,155,12,,B1,39-77 44TH STREET,,11104,2,0,2,3674,1960,1921,1,B1,0,2022-09-16
Bronx,HUNTS POINT,02 TWO FAMILY DWELLINGS,1,2768,279,,B1,526 BARRETTO STREET,,10474,2,0,2,2500,2640,1935,1,B1,15000,2022-05-17
Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS,1,2651,33,,C0,1133 FOREST AVENUE,,10456,3,0,3,1748,3055,1910,1,C0,0,2022-05-03
Bronx,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS,2,3944,1979,,R4,"1938 E TREMONT AVENUE, 5B",5B,10462,1,,1,,,,2,R4,0,2022-05-13
Staten Island,WEST NEW BRIGHTON,03 THREE FAMILY DWELLINGS,1,199,6,,C0,47 DONGAN STREET,,10310,3,0,3,6599,1728,1901,1,C0,349830,2022-12-19
Manhattan,MIDTOWN EAST,31  COMMERCIAL VACANT LAND,4,1372,53,,V1,RIVERVIEW TERRACE,,10022,0,0,0,600,0,0,4,V1,25000,2003-02-28
Manhattan,MIDTOWN EAST,31  COMMERCIAL VACANT LAND,4,1372,53,,V1,RIVERVIEW TERRACE,,10022,0,0,0,600,0,0,4,V1,25000,2003-01-21
Brooklyn,BAY RIDGE,02  TWO FAMILY HOMES,1,6026,58,,B2,461 85 STREET,,11209,2,0,2,2400,2520,1925,1,B2,605000,2003-10-08
Brooklyn,BEDFORD STUYVESANT,02  TWO FAMILY HOMES,1,1792,11,,B3,774A LAFAYETTE AVENUE,,11221,2,0,2,1575,2127,1901,1,B3,200000,2003-11-05
Brooklyn,BEDFORD STUYVESANT,05  TAX CLASS 1 VACANT LAND,1,1708,41,,C0,774 HERKIMER STREET,,11233,3,0,3,2021,4815,2004,1,V0,492000,2003-11-05
Brooklyn,CANARSIE,01  ONE FAMILY HOMES,1,8251,73,,A5,10523 FLATLANDS 3 STREET,,11236,1,0,1,2700,2310,1965,1,A5,0,2003-08-12
Brooklyn,CANARSIE,02  TWO FAMILY HOMES,1,8055,56,,B2,57 STILLWELLS PLACE,,11236,2,0,2,6760,1802,1935,1,B2,355000,2003-04-08
Brooklyn,CANARSIE,05  TAX CLASS 1 VACANT LAND,1B,8243,166,,V0,EAST 98 STREET,,11236,0,0,0,520,0,0,1,V0,5000,2003-12-03
Brooklyn,CYPRESS HILLS,02  TWO FAMILY HOMES,1,3957,39,,B2,198 SHEPHERD AVENUE,,11208,2,0,2,2500,1350,1901,1,B2,195000,2003-11-06
Brooklyn,CYPRESS HILLS,02  TWO FAMILY HOMES,1,4119,27,,B1,26 KIELY PLACE,,11208,2,0,2,1618,3160,1901,1,B1,250111,2003-11-10
Brooklyn,EAST NEW YORK,02  TWO FAMILY HOMES,1,4077,55,,B1,845 LIVONIA AVENUE,,11207,2,0,2,800,1320,1901,1,B1,299184,2003-06-19
Brooklyn,EAST NEW YORK,07  RENTALS - WALKUP APARTMENTS,2A,3837,33,,C4,554 GEORGIA AVENUE,,11207,4,0,4,2550,3198,1930,2,C4,0,2003-04-29
Brooklyn,FLATBUSH-EAST,02  TWO FAMILY HOMES,1,5010,12,,B2,823 EAST 35 STREET,,11210,2,0,2,2125,1860,1935,1,B2,440000,2003-11-24
Brooklyn,OCEAN PARKWAY-SOUTH,01  ONE FAMILY HOMES,1,7090,65,,A5,1959 EAST 8 STREET,,11223,1,0,1,1800,1634,1905,1,A5,198000,2003-09-25
Brooklyn,SUNSET PARK,01  ONE FAMILY HOMES,1,914,29,,A9,662 39 STREET,,11232,1,0,1,2504,1296,1910,1,A9,230000,2003-04-15
Queens,ARVERNE,02  TWO FAMILY HOMES,1,16081,6,,B2,361 BEACH 69 STREET,,11692,2,0,2,3400,1980,1920,1,B2,0,2003-07-10
Queens,ASTORIA,02  TWO FAMILY HOMES,1,517,35,,B2,1216 30 DRIVE,,11102,2,0,2,3321,2512,1901,1,B2,499000,2003-12-30
Queens,BAYSIDE,01  ONE FAMILY HOMES,1,6167,20,,A1,3530 212 STREET,,11361,1,0,1,4000,2926,1920,1,A1,0,2003-01-27
Queens,BAYSIDE,01  ONE FAMILY HOMES,1,7359,41,,A1,4827 FRANCIS LEWIS BLVD,,11364,1,0,1,2910,1530,1950,1,A1,472000,2003-12-09
Queens,COLLEGE POINT,02  TWO FAMILY HOMES,1,3944,25,,B2,517 COLLEGE POINT BLVD,,11356,2,0,2,2500,1856,1930,1,B2,510000,2003-08-19
Queens,CORONA,02  TWO FAMILY HOMES,1,1755,77,,B1,3449 111 STREET,,11368,2,0,2,2000,3132,1970,1,S2,520000,2003-03-26
Queens,CORONA,02  TWO FAMILY HOMES,1,1770,26,,B2,102-02 39 AVENUE,,11368,2,0,2,2500,2552,1920,1,B2,400000,2003-03-27
Queens,EAST ELMHURST,03  THREE FAMILY HOMES,1,1691,20,,C0,3122 105 STREET,,11369,3,0,3,3000,2280,1920,1,C0,0,2003-11-13
Queens,ELMHURST,02  TWO FAMILY HOMES,1,2876,32,,B1,5218 VAN HORN STREET,,11373,2,0,2,1091,2570,1950,1,B1,0,2003-11-18
Queens,HOLLIS,01  ONE FAMILY HOMES,1,10896,7,,A1,20016 104 AVENUE,,11412,1,0,1,4000,1456,1930,1,A1,0,2003-12-03
Queens,OZONE PARK,01  ONE FAMILY HOMES,1,9006,129,,A5,9427 80 STREET,,11416,1,0,1,2020,1328,1920,1,A5,302100,2003-05-21
Queens,OZONE PARK,02  TWO FAMILY HOMES,1,9041,75,,B1,9527 WOODHAVEN COURT,,11416,2,0,2,2627,1700,1940,1,B1,0,2003-01-09
Queens,QUEENS VILLAGE,01  ONE FAMILY HOMES,1,10805,1,,A9,9903 222 STREET,,11429,1,0,1,4308,2392,1975,1,A9,340200,2003-11-13
Queens,RICHMOND HILL,01  ONE FAMILY HOMES,1,9508,25,,A9,10338 105 STREET,,11417,1,0,1,1998,1362,1920,1,A9,0,2003-06-06
Queens,ROSEDALE,02  TWO FAMILY HOMES,1,13435,17,,B2,14735 SPRINGFIELD LANE,,11413,2,0,2,3414,2780,2000,1,B2,20000,2003-01-17
Queens,ROSEDALE,02  TWO FAMILY HOMES,1,13435,17,,B2,14735 SPRINGFIELD LANE,,11413,2,0,2,3414,2780,2000,1,B2,430000,2003-01-16
Queens,SO. JAMAICA-BAISLEY PARK,01  ONE FAMILY HOMES,1,12013,3,,A5,11775 141 STREET,,11436,1,0,1,3000,1800,1997,1,A5,265000,2003-01-13
Queens,SO. JAMAICA-BAISLEY PARK,01  ONE FAMILY HOMES,1,12014,7,,A1,14214 FOCH BOULEVARD,,11436,1,0,1,2079,855,1920,1,A1,230000,2003-03-25
Queens,SOUTH JAMAICA,01  ONE FAMILY HOMES,1,10232,46,,A1,17343 103 ROAD,,11433,1,0,1,2142,930,1920,1,A1,180000,2003-10-03
Queens,SOUTH JAMAICA,01  ONE FAMILY HOMES,1,10232,46,,A1,17343 103 ROAD,,11433,1,0,1,2142,930,1920,1,A1,180000,2003-10-03
Queens,SOUTH JAMAICA,01  ONE FAMILY HOMES,1,10257,70,,A1,17309 109 AVENUE,,11433,1,0,1,4000,1976,1920,1,A1,0,2003-05-05
Queens,SOUTH OZONE PARK,01  ONE FAMILY HOMES,1,11665,24,,A5,11536 122 STREET,,11420,1,0,1,2080,1620,1955,1,A5,290000,2003-10-10
Queens,SOUTH OZONE PARK,01  ONE FAMILY HOMES,1,11665,24,,A5,11536 122 STREET,,11420,1,0,1,2080,1620,1955,1,A5,260000,2003-04-10
